25-01-04.05:23:53.352 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:25:25.286 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:31:17.046 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:32:16.285 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:38:07.746 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:48:08.278 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:49:48.213 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:50:46.113 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.05:52:03.921 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.06:00:59.693 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.705 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.719 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.732 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.742 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.762 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.777 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.787 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.796 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.818 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.836 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:00:59.853 [main            ] WARN  RaffleOrderTest        - 活动未开启（非open状态）
25-01-04.06:01:33.530 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.06:01:50.739 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.776 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.793 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.807 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.826 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.842 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.863 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.886 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.902 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.919 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.949 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.970 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.984 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:50.996 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:51.011 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:51.047 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:51.066 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:51.097 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:51.121 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.06:01:51.401 [main            ] WARN  RaffleOrderTest        - 活动库存不足
25-01-04.20:12:41.291 [main            ] WARN  DnsServerAddressStreamProviders - Can not find io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider in the classpath, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'
25-01-04.20:12:48.214 [main            ] WARN  RaffleOrderTest        - 活动库存不足
